,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
8,Hank Hill,PF,8,0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
9,TEAM TOTALS,,,47,95.0,13.0,20.0,30.0,35.0,58.0,34.0,16.0,9.0,7.0,4.0,137.0
0,Brain Winter,PG,34,10,27.0,2.0,4.0,4.0,4.0,6.0,6.0,3.0,2.0,0.0,0.0,26.0
1,Jim Pollard,SG,39,5,17.0,1.0,2.0,4.0,6.0,9.0,6.0,4.0,1.0,2.0,0.0,15.0
2,Marcquise Reed,SG,22,3,9.0,1.0,1.0,6.0,8.0,4.0,4.0,1.0,1.0,5.0,0.0,13.0
3,Buck Johnson,SF,26,5,10.0,0.0,0.0,1.0,1.0,8.0,2.0,3.0,1.0,1.0,1.0,11.0
4,Panagiotis Fasoulas,PF,30,4,8.0,0.0,0.0,2.0,2.0,6.0,1.0,4.0,0.0,0.0,0.0,10.0
5,Rokas Gustys,C,31,4,8.0,0.0,0.0,1.0,2.0,8.0,0.0,1.0,0.0,1.0,0.0,9.0
6,Donte Grantham,SF,22,1,3.0,0.0,0.0,5.0,6.0,4.0,2.0,5.0,0.0,2.0,0.0,7.0
7,Sean Marks,C,22,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0
8,Marques Bolden,PF,13,1,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0
9,TEAM TOTALS,,,36,90.0,4.0,7.0,23.0,29.0,48.0,21.0,22.0,6.0,12.0,3.0,99.0
10,PERCENTAGES,FG: 40.0%,3PT: 57.1%,FT: 79.3%,,,,,,,,,,,,
0,Barry Obama,PG,33,13,20.0,1.0,3.0,2.0,3.0,8.0,12.0,4.0,4.0,3.0,1.0,29.0
1,George Mikan,C,33,11,15.0,0.0,0.0,3.0,4.0,14.0,2.0,4.0,1.0,3.0,0.0,25.0
2,Blake Mann,C,28,6,7.0,0.0,0.0,3.0,3.0,6.0,2.0,2.0,0.0,0.0,1.0,15.0
3,Stephon Templeton,PF,14,6,8.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,14.0
4,Tevin Mack,SG,32,5,14.0,1.0,1.0,2.0,2.0,9.0,4.0,3.0,1.0,0.0,2.0,13.0
5,Graylin Warner,PF,23,3,7.0,0.0,0.0,5.0,6.0,4.0,1.0,4.0,0.0,1.0,0.0,11.0
6,Mikal Bridges,SF,18,3,4.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,0.0,9.0
7,Tyler Blevins,SG,14,2,5.0,1.0,2.0,0.0,0.0,4.0,2.0,1.0,1.0,1.0,0.0,5.0
8,Joel Berry,SF,31,2,6.0,0.0,2.0,0.0,0.0,3.0,2.0,4.0,0.0,2.0,1.0,4.0
9,Prince Rogers Nelson,PG,15,2,5.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,2.0,0.0,4.0
10,TEAM TOTALS,,,53,91.0,4.0,9.0,19.0,22.0,50.0,32.0,29.0,10.0,13.0,6.0,129.0
0,Jaren Jackson Jr,PF,29,7,13.0,0.0,1.0,10.0,11.0,4.0,3.0,4.0,2.0,2.0,2.0,24.0
1,Augusto Binelli,C,38,6,11.0,0.0,0.0,5.0,8.0,9.0,1.0,3.0,1.0,1.0,0.0,17.0
2,Junior Battle,SF,37,3,14.0,0.0,0.0,7.0,10.0,11.0,0.0,2.0,0.0,1.0,1.0,13.0
3,Terrence Catchings,SG,37,5,16.0,0.0,1.0,1.0,2.0,10.0,0.0,1.0,0.0,7.0,0.0,11.0
4,Darrell Floyd,PG,36,3,10.0,1.0,4.0,4.0,4.0,2.0,11.0,2.0,1.0,5.0,0.0,11.0
5,Greg Buckner,PF,22,2,4.0,0.0,0.0,5.0,6.0,2.0,0.0,1.0,2.0,1.0,0.0,9.0
6,Jason Williams,PG,12,1,3.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0
7,Jeff Murray,PG,4,0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
8,Trae Young,C,14,0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0
9,Lancaster Gordon,SG,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
10,TEAM TOTALS,,,27,74.0,2.0,8.0,34.0,43.0,40.0,17.0,15.0,9.0,20.0,4.0,90.0
11,PERCENTAGES,FG: 36.5%,3PT: 25.0%,FT: 79.1%,,,,,,,,,,,,
0,Aljami Durham,PG,35,10,20.0,2.0,4.0,0.0,0.0,5.0,5.0,1.0,0.0,7.0,1.0,22.0
1,Simisola Shittu,C,35,8,14.0,0.0,0.0,3.0,6.0,11.0,4.0,2.0,3.0,1.0,0.0,19.0
2,Jeff Hornacek*,SG,29,7,12.0,2.0,2.0,2.0,2.0,6.0,6.0,0.0,2.0,2.0,1.0,18.0
3,Rashard Lewis*,SF,26,7,10.0,0.0,1.0,2.0,2.0,7.0,3.0,3.0,1.0,1.0,0.0,16.0
4,Matt Farrell,PG,13,4,7.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,10.0
5,Charles Barkley*,PF,28,3,12.0,0.0,1.0,2.0,5.0,16.0,1.0,3.0,0.0,4.0,0.0,8.0
6,Odin James,PF,20,1,5.0,0.0,0.0,5.0,6.0,5.0,0.0,3.0,0.0,2.0,0.0,7.0
7,Terence Stansbury,SG,15,2,6.0,0.0,1.0,2.0,2.0,6.0,1.0,0.0,0.0,1.0,0.0,6.0
8,Timo Cruz,SF,26,2,7.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,0.0,1.0,0.0,4.0
9,Daniel Giddens,C,13,1,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0
10,TEAM TOTALS,,,45,94.0,6.0,12.0,16.0,23.0,61.0,23.0,18.0,7.0,22.0,2.0,112.0
0,Kevin Knox,SF,19,9,12.0,1.0,2.0,6.0,6.0,3.0,1.0,0.0,1.0,0.0,0.0,25.0
1,Benji Hammon,PG,39,8,22.0,5.0,10.0,2.0,2.0,2.0,10.0,1.0,1.0,2.0,0.0,23.0
2,LiAngelo Ball,SF,29,8,17.0,2.0,5.0,2.0,4.0,5.0,0.0,3.0,2.0,0.0,0.0,20.0
3,Deng Adel,SG,30,7,21.0,3.0,9.0,2.0,2.0,5.0,3.0,1.0,0.0,3.0,1.0,19.0
4,Mitchell Robinson,PF,31,7,12.0,0.0,0.0,3.0,4.0,6.0,2.0,2.0,2.0,1.0,3.0,17.0
5,Theo Hilinski,PG,9,4,6.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0
6,Desean Murray,C,26,1,4.0,1.0,1.0,6.0,6.0,8.0,1.0,2.0,1.0,2.0,0.0,9.0
7,Malik Newman,SG,18,3,7.0,2.0,2.0,0.0,0.0,6.0,1.0,1.0,2.0,2.0,0.0,8.0
8,Paschal Chukwu,C,24,1,1.0,0.0,0.0,1.0,2.0,8.0,3.0,3.0,1.0,0.0,1.0,3.0
9,Chimezie Metu,PF,15,0,3.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0
10,TEAM TOTALS,,,48,105.0,16.0,31.0,23.0,28.0,51.0,23.0,14.0,10.0,10.0,6.0,135.0
11,PERCENTAGES,FG: 45.7%,3PT: 51.6%,FT: 82.1%,,,,,,,,,,,,
0,Arvydas Sabonis,C,28,12,23.0,0.0,0.0,5.0,8.0,9.0,2.0,2.0,2.0,0.0,0.0,29.0
1,Sidney Deane,SG,31,9,18.0,1.0,3.0,4.0,5.0,3.0,4.0,1.0,2.0,1.0,0.0,23.0
2,Dwayne Washington,PG,36,6,11.0,1.0,2.0,2.0,4.0,4.0,10.0,2.0,0.0,2.0,0.0,15.0
3,Alvin Robertson,SG,25,5,9.0,0.0,0.0,2.0,3.0,2.0,6.0,2.0,2.0,1.0,0.0,12.0
4,Salado Valarado,C,37,2,6.0,0.0,1.0,6.0,10.0,11.0,5.0,2.0,1.0,1.0,0.0,10.0
5,Allister Baratheon,PF,26,3,4.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,1.0,6.0
6,Darius Bazley,PF,17,2,6.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,4.0
7,Mike Bibby,PG,5,1,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
8,Russell Jones,SF,24,0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,3.0,1.0,1.0
9,Markieff Eaton,SF,12,0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
10,TEAM TOTALS,,,40,80.0,2.0,6.0,21.0,34.0,43.0,31.0,16.0,7.0,10.0,2.0,103.0
0,Benji Wilson,SF,36,12,22.0,3.0,6.0,4.0,4.0,2.0,3.0,5.0,2.0,2.0,0.0,31.0
1,Zion Williamson,PF,30,10,18.0,1.0,2.0,8.0,8.0,13.0,5.0,5.0,1.0,3.0,2.0,29.0
2,Bones McKinney,SG,35,4,9.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,0.0,13.0
3,Faye Vincent Reagan,C,41,5,11.0,1.0,2.0,0.0,0.0,8.0,4.0,3.0,1.0,2.0,0.0,11.0
4,Markell Johnson,PG,32,4,6.0,1.0,2.0,0.0,0.0,1.0,7.0,0.0,1.0,1.0,0.0,9.0
5,Salami Brometheus,PF,18,2,5.0,0.0,0.0,3.0,4.0,9.0,0.0,1.0,0.0,0.0,0.0,7.0
6,John Stockton,PG,16,1,4.0,0.0,0.0,2.0,2.0,3.0,5.0,2.0,1.0,0.0,0.0,4.0
7,James Thompson IV,C,7,2,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0
8,Brian Newell,SG,13,1,2.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,2.0
9,Moritz Wagner*,SF,12,0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
10,TEAM TOTALS,,,41,81.0,8.0,17.0,20.0,21.0,44.0,32.0,22.0,8.0,13.0,3.0,110.0
11,PERCENTAGES,FG: 50.6%,3PT: 47.1%,FT: 95.2%,,,,,,,,,,,,
0,Daniel Taurasi,SG,40,13,26.0,0.0,2.0,6.0,6.0,7.0,10.0,0.0,0.0,3.0,0.0,32.0
1,Michael Porter Jr,SF,30,12,20.0,1.0,4.0,6.0,7.0,9.0,1.0,0.0,0.0,4.0,1.0,31.0
2,De'Anthony Melton,PG,32,9,19.0,1.0,5.0,0.0,0.0,5.0,11.0,0.0,0.0,2.0,0.0,19.0
3,Dan Cortezzee,PG,24,8,10.0,1.0,1.0,2.0,3.0,5.0,7.0,1.0,0.0,2.0,0.0,19.0
4,Cracker McCallahan,PF,23,4,7.0,0.0,0.0,0.0,1.0,12.0,1.0,2.0,0.0,0.0,1.0,8.0
5,Keita Bates-Diop,SF,18,2,5.0,0.0,2.0,1.0,2.0,8.0,3.0,0.0,1.0,0.0,0.0,5.0
6,Donta Hall,PF,16,2,6.0,0.0,0.0,1.0,2.0,8.0,1.0,0.0,0.0,0.0,1.0,5.0
7,Aiden Williamson,C,28,2,3.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,1.0,4.0
8,Tai Odiase,C,30,1,5.0,0.0,0.0,0.0,2.0,10.0,0.0,5.0,1.0,0.0,4.0,2.0
9,TEAM TOTALS,,,53,101.0,3.0,14.0,16.0,23.0,75.0,34.0,10.0,2.0,11.0,8.0,125.0
0,Shareef O'Neal,PF,30,8,16.0,0.0,0.0,3.0,3.0,10.0,2.0,2.0,1.0,1.0,0.0,19.0
1,Brad Daugherty,C,35,7,20.0,0.0,0.0,4.0,6.0,11.0,2.0,0.0,1.0,1.0,0.0,18.0
2,Cecil Exum,PG,32,7,19.0,1.0,6.0,0.0,0.0,3.0,7.0,3.0,1.0,0.0,0.0,15.0
3,Vince Carter,SG,34,7,23.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,14.0
4,Lindell Wigginton,PG,4,2,3.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0
5,Andy Phillip,SG,27,3,13.0,0.0,1.0,0.0,0.0,6.0,3.0,2.0,1.0,1.0,0.0,6.0
6,RJ Barrett,SF,12,2,4.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,4.0
7,Sum Ting Wong,PF,8,2,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
8,Otis Thorpe,C,25,1,7.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0,0.0,0.0,0.0,2.0
9,Drazen Petrovic,SF,33,0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
10,TEAM TOTALS,,,39,110.0,3.0,12.0,8.0,11.0,51.0,19.0,17.0,6.0,4.0,0.0,89.0
11,PERCENTAGES,FG: 35.5%,3PT: 25.0%,FT: 72.7%,,,,,,,,,,,,
0,Brain Winter,PG,39,12,32.0,0.0,8.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,0.0,28.0
1,Jim Pollard,SG,29,6,15.0,2.0,3.0,7.0,8.0,5.0,4.0,0.0,0.0,3.0,1.0,21.0
2,Sean Marks,C,35,5,10.0,0.0,0.0,2.0,3.0,7.0,0.0,3.0,0.0,0.0,0.0,12.0
3,Panagiotis Fasoulas,PF,23,3,5.0,0.0,0.0,4.0,4.0,4.0,0.0,3.0,2.0,0.0,0.0,10.0
4,Donte Grantham,SF,13,5,8.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,10.0
5,Jesus Shuttlesworth,PG,5,3,5.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,10.0
6,Marcquise Reed,SG,23,3,6.0,0.0,2.0,3.0,3.0,9.0,6.0,1.0,2.0,1.0,0.0,9.0
7,Buck Johnson,SF,35,2,8.0,1.0,2.0,2.0,2.0,8.0,3.0,3.0,1.0,1.0,1.0,7.0
8,Marques Bolden,PF,24,2,2.0,0.0,0.0,2.0,2.0,8.0,0.0,3.0,1.0,2.0,3.0,6.0
9,Harry Gallatin,PF,2,2,6.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0
10,Rokas Gustys,C,12,0,1.0,0.0,0.0,1.0,2.0,6.0,0.0,4.0,0.0,0.0,0.0,1.0
11,TEAM TOTALS,,,43,98.0,5.0,17.0,28.0,34.0,58.0,18.0,25.0,8.0,10.0,5.0,119.0
0,Rui Hachimura,SF,35,9,20.0,1.0,3.0,13.0,14.0,9.0,1.0,2.0,1.0,1.0,0.0,32.0
1,Clarence Withers,SG,39,10,24.0,2.0,5.0,2.0,2.0,8.0,4.0,3.0,4.0,3.0,0.0,24.0
2,Goga Bitadze,C,36,5,9.0,0.0,0.0,8.0,11.0,12.0,1.0,5.0,2.0,2.0,1.0,18.0
3,Bobby McDermott,PG,35,7,17.0,1.0,3.0,2.0,2.0,4.0,6.0,1.0,0.0,0.0,0.0,17.0
4,Jake Shuttlesworth,SF,22,5,10.0,1.0,3.0,5.0,6.0,7.0,1.0,0.0,0.0,0.0,1.0,16.0
5,Cohn Irish,PF,28,2,8.0,0.0,0.0,1.0,1.0,8.0,1.0,5.0,1.0,1.0,0.0,5.0
6,Juwanna Mann,PG,13,1,2.0,0.0,1.0,2.0,2.0,0.0,4.0,0.0,0.0,3.0,0.0,4.0
7,Hank Hill,PF,8,1,2.0,0.0,0.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0,2.0,3.0
8,Jahidi White,PF,25,1,4.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,2.0
9,TEAM TOTALS,,,41,96.0,5.0,15.0,34.0,40.0,58.0,18.0,20.0,8.0,10.0,4.0,121.0
10,PERCENTAGES,FG: 42.7%,3PT: 33.3%,FT: 85.0%,,,,,,,,,,,,
0,Isaac Bonga,SF,36,14,27.0,4.0,7.0,11.0,13.0,8.0,3.0,2.0,4.0,2.0,0.0,43.0
1,Andre Turner,PG,33,12,25.0,3.0,6.0,10.0,10.0,4.0,4.0,1.0,1.0,0.0,0.0,37.0
2,Roy Tarpley,PF,26,8,14.0,0.0,0.0,4.0,5.0,6.0,0.0,3.0,1.0,0.0,2.0,20.0
3,Roy Devyn White,SG,28,5,11.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,15.0
4,Devontae Cacok,C,34,3,5.0,0.0,0.0,2.0,6.0,15.0,3.0,3.0,1.0,0.0,1.0,8.0
5,Jason Lyle,SF,16,3,7.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,6.0
6,Jordan Howard,SG,21,1,6.0,0.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,1.0,0.0,4.0
7,Dirk Nowitzki,PF,9,1,1.0,0.0,0.0,1.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,3.0
8,Kenyon Stone,C,22,0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,3.0,1.0,1.0,2.0,2.0
9,Leon Wood*,PG,10,1,4.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0
10,Giuseppe Longfellow,C,4,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
11,TEAM TOTALS,,,48,102.0,10.0,19.0,34.0,42.0,52.0,19.0,23.0,10.0,4.0,5.0,140.0
0,Cameron Parker,PF,34,11,18.0,2.0,3.0,9.0,12.0,14.0,5.0,0.0,0.0,4.0,1.0,33.0
1,Udoka Azubuike,C,34,11,20.0,0.0,0.0,4.0,8.0,6.0,1.0,4.0,1.0,3.0,0.0,26.0
2,Nick King,SF,31,7,12.0,1.0,2.0,4.0,4.0,8.0,1.0,1.0,0.0,1.0,1.0,19.0
3,Jon Elmore,PG,28,6,10.0,2.0,3.0,1.0,1.0,7.0,3.0,6.0,1.0,2.0,0.0,15.0
4,Gerald Martin Johanssen,SG,37,5,10.0,2.0,4.0,0.0,1.0,7.0,1.0,2.0,0.0,1.0,0.0,12.0
5,Brandon Griner,C,14,4,10.0,0.0,0.0,1.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,9.0
6,Clifford Smith,PF,14,3,4.0,1.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,1.0,7.0
7,Jesse Epstein,PG,13,3,7.0,0.0,2.0,0.0,0.0,1.0,4.0,1.0,0.0,3.0,0.0,6.0
8,Riley Steele,SF,24,1,2.0,0.0,0.0,2.0,3.0,3.0,3.0,5.0,0.0,1.0,0.0,4.0
9,Quade Green,PG,11,2,4.0,0.0,1.0,0.0,2.0,2.0,4.0,4.0,0.0,1.0,0.0,4.0
10,TEAM TOTALS,,,53,97.0,8.0,16.0,21.0,32.0,59.0,25.0,25.0,2.0,17.0,3.0,135.0
11,PERCENTAGES,FG: 54.6%,3PT: 50.0%,FT: 65.6%,,,,,,,,,,,,
0,Stan Haynes,C,29,12,19.0,0.0,0.0,4.0,5.0,10.0,0.0,3.0,0.0,2.0,1.0,28.0
1,Devon Hall,PG,36,7,15.0,1.0,2.0,2.0,2.0,5.0,10.0,1.0,1.0,4.0,0.0,17.0
2,George Kok,C,24,5,14.0,0.0,0.0,5.0,10.0,6.0,0.0,5.0,0.0,0.0,0.0,15.0
3,Kendall Stephens,SG,33,5,9.0,2.0,3.0,0.0,0.0,3.0,2.0,2.0,1.0,4.0,0.0,12.0
4,Herb Jones,SF,30,4,12.0,1.0,3.0,1.0,1.0,5.0,2.0,5.0,1.0,1.0,0.0,10.0
5,Jaylen Adams,PG,12,3,5.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,8.0
6,Dan Otten,PF,30,3,8.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,1.0,1.0,6.0
7,Quinndary Weatherspoon,PF,12,1,5.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,3.0
8,Kevaughn Allen,SF,25,1,3.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0
9,Jalek Felton,SG,8,0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
10,TEAM TOTALS,,,41,91.0,6.0,11.0,13.0,19.0,50.0,18.0,19.0,8.0,16.0,4.0,101.0
0,Luke Maye,SF,39,12,20.0,2.0,5.0,11.0,12.0,13.0,3.0,1.0,2.0,2.0,0.0,37.0
1,Yommy Sangodeyi,C,42,12,20.0,0.0,0.0,0.0,5.0,14.0,1.0,3.0,0.0,1.0,0.0,24.0
2,Jackie Moon,SG,38,6,15.0,1.0,5.0,3.0,4.0,6.0,2.0,1.0,0.0,1.0,0.0,16.0
3,Shamorie Ponds,PG,35,7,20.0,0.0,3.0,0.0,0.0,9.0,11.0,2.0,4.0,5.0,0.0,14.0
4,Brandon McCoy,PF,32,2,7.0,0.0,0.0,6.0,6.0,9.0,2.0,4.0,2.0,0.0,0.0,10.0
5,Braxton Key,SG,10,2,7.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0
6,Ed Mikan,PF,20,1,4.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,1.0,1.0,3.0,2.0
7,Josh Reaves,PG,13,0,4.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0
8,Athansios Cathasach,SF,9,1,3.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0
9,Joe Fulks,PF,3,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
10,TEAM TOTALS,,,43,100.0,3.0,14.0,24.0,31.0,64.0,23.0,15.0,10.0,12.0,3.0,113.0
11,PERCENTAGES,FG: 43.0%,3PT: 21.4%,FT: 77.4%,,,,,,,,,,,,
0,Collin Sexton,PG,39,15,38.0,3.0,8.0,7.0,7.0,8.0,16.0,3.0,2.0,5.0,0.0,40.0
1,Tank Selvy,SG,37,8,18.0,3.0,5.0,2.0,2.0,6.0,5.0,1.0,0.0,0.0,0.0,21.0
2,Mountain Dew Camacho,C,29,7,11.0,0.0,0.0,7.0,8.0,11.0,0.0,5.0,0.0,0.0,0.0,21.0
3,Gregor Clegane,PF,21,3,4.0,0.0,0.0,5.0,6.0,8.0,1.0,4.0,0.0,4.0,3.0,11.0
4,Kostas Antetokounmpo,SF,32,4,7.0,0.0,0.0,2.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,10.0
5,Jaylen Barford,SG,8,4,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
6,DJ Rony,C,31,3,7.0,0.0,0.0,2.0,2.0,10.0,1.0,1.0,0.0,0.0,3.0,8.0
7,Chalky Studebaker,SF,20,2,8.0,0.0,1.0,2.0,3.0,6.0,0.0,1.0,0.0,0.0,1.0,6.0
8,Landyn Freshwater,PG,9,2,7.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,5.0
9,Leonard Leslie,PF,14,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0,1.0,1.0,0.0
10,TEAM TOTALS,,,48,105.0,8.0,18.0,27.0,31.0,60.0,25.0,19.0,3.0,12.0,8.0,131.0
0,Marvin Bagley III,C,32,11,20.0,1.0,1.0,7.0,7.0,8.0,3.0,4.0,2.0,2.0,1.0,30.0
1,Max Zaslofsky,PG,40,12,21.0,1.0,3.0,2.0,2.0,3.0,10.0,5.0,1.0,1.0,1.0,27.0
2,Hakeem Olajuwon,C,16,8,9.0,0.0,0.0,7.0,7.0,8.0,1.0,1.0,0.0,0.0,0.0,23.0
3,Alex Reese,PF,20,8,13.0,0.0,1.0,3.0,5.0,7.0,0.0,0.0,1.0,1.0,0.0,19.0
4,Butch McRae,SG,16,5,11.0,2.0,3.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,0.0,12.0
5,John Petty,SG,32,4,15.0,1.0,3.0,2.0,2.0,5.0,3.0,0.0,3.0,0.0,0.0,11.0
6,Kelan Martin,SF,12,2,5.0,0.0,0.0,2.0,2.0,4.0,1.0,4.0,0.0,0.0,0.0,6.0
7,Vladimir Stepania,PF,28,1,5.0,0.0,0.0,3.0,4.0,11.0,4.0,3.0,0.0,3.0,0.0,5.0
8,Nicklaus Templeton,PG,8,1,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0
9,Walter Hardaway,SF,36,0,4.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0
10,TEAM TOTALS,,,52,105.0,6.0,13.0,26.0,29.0,54.0,27.0,20.0,9.0,8.0,2.0,136.0
11,PERCENTAGES,FG: 49.5%,3PT: 46.2%,FT: 89.7%,,,,,,,,,,,,
0,Elle Okobo,PG,37,7,19.0,2.0,5.0,3.0,5.0,3.0,3.0,1.0,1.0,4.0,0.0,19.0
1,Kenny Gattison,C,25,5,11.0,0.0,0.0,8.0,8.0,10.0,2.0,3.0,0.0,0.0,0.0,18.0
2,Dwight McGhee,PF,33,6,13.0,2.0,2.0,3.0,5.0,9.0,3.0,0.0,1.0,2.0,1.0,17.0
3,Gary Clark,PF,29,3,5.0,0.0,0.0,2.0,2.0,10.0,1.0,1.0,1.0,1.0,1.0,8.0
4,Oscar Schmidt,SG,31,2,13.0,0.0,2.0,3.0,5.0,6.0,2.0,2.0,0.0,0.0,0.0,7.0
5,Bonzi Wells,SF,24,1,4.0,0.0,0.0,3.0,4.0,8.0,0.0,0.0,3.0,0.0,0.0,5.0
6,Robert Williams,C,23,2,9.0,0.0,0.0,1.0,2.0,9.0,2.0,3.0,0.0,0.0,1.0,5.0
7,Glenn Jacobs,SF,11,2,2.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,4.0
8,Fred Scolari,PG,7,2,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0
9,Bob Davies,SG,21,1,11.0,0.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,2.0
10,TEAM TOTALS,,,31,92.0,4.0,11.0,23.0,35.0,61.0,15.0,12.0,7.0,11.0,3.0,89.0
0,Daniel Taurasi,SG,39,17,28.0,2.0,9.0,0.0,0.0,5.0,7.0,4.0,2.0,2.0,2.0,36.0
1,De'Anthony Melton,PG,37,9,16.0,0.0,1.0,1.0,2.0,7.0,10.0,2.0,1.0,2.0,0.0,19.0
2,Michael Porter Jr,SF,34,6,14.0,0.0,1.0,2.0,2.0,10.0,2.0,3.0,1.0,1.0,0.0,14.0
3,Dan Cortezzee,PG,20,4,13.0,2.0,5.0,4.0,4.0,1.0,4.0,1.0,1.0,2.0,0.0,14.0
4,Cracker McCallahan,PF,35,3,10.0,0.0,0.0,1.0,1.0,13.0,1.0,5.0,4.0,2.0,1.0,7.0
5,Keita Bates-Diop,SF,14,2,9.0,1.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,6.0
6,Donta Hall,PF,17,1,4.0,0.0,0.0,2.0,2.0,13.0,1.0,0.0,0.0,1.0,2.0,4.0
